imd_rainfall_mm,imd_rainfall_mm_log1p,rain_intensity_class,cloudburst_flag,landslide_risk,block_id
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.7136537432670593,0.5386277830037771,0,0,0,16
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
0.0,0.0,0,0,0,19
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
2.54370641708374,1.265173189888136,1,0,0,32
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
23.04437255859375,3.179900979924354,2,0,0,37
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
1.179890751838684,0.7792747617097914,0,0,0,39
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
5.835163116455078,1.922080334771192,1,0,0,48
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
3.839966535568237,1.5769078065658437,1,0,0,80
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,96
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,98
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,115
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,117
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,127
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,135
0.0,0.0,0,0,0,150
0.0,0.0,0,0,0,150
0.0,0.0,0,0,0,150
0.0,0.0,0,0,0,150
0.0,0.0,0,0,0,150
0.0,0.0,0,0,0,150
0.0,0.0,0,0,0,150
0.0,0.0,0,0,0,150
0.0,0.0,0,0,0,150
0.0,0.0,0,0,0,150
0.0,0.0,0,0,0,150
0.0,0.0,0,0,0,150
0.0,0.0,0,0,0,150
0.0,0.0,0,0,0,150
